"city","views","artist","first_popular","lat","lng"
"Agra","26164","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",27.1766701,78.0080745
"Agra","269830","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",27.1766701,78.0080745
"Agra","111928","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",27.1766701,78.0080745
"Agra","13667","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",27.1766701,78.0080745
"Ahmedabad","18314","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",23.022505,72.5713621
"Ahmedabad","497471","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",23.022505,72.5713621
"Ahmedabad","21851","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",23.022505,72.5713621
"Ahmedabad","4020","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",23.022505,72.5713621
"Aktau","130174","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",43.6588079,51.1974563
"Aktau","31044","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",43.6588079,51.1974563
"Aktobe","28216","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",50.2839339,57.166978
"Aktobe","130916","Boosin","https://www.youtube.com/watch?v=CTwiB1uw9sQ",50.2839339,57.166978
"Aktobe","39903","ТамерланАлёна","https://www.youtube.com/watch?v=Ln0pEzTp-bo",50.2839339,57.166978
"Aktobe","88828","ЯрмаК","https://www.youtube.com/watch?v=tzWggCnYVWU",50.2839339,57.166978
"Aktobe","923226","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",50.2839339,57.166978
"Aktobe","12132","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",50.2839339,57.166978
"Aktobe","49851","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",50.2839339,57.166978
"Aktobe","388083","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",50.2839339,57.166978
"Aktobe","433935","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",50.2839339,57.166978
"Aktobe","521340","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",50.2839339,57.166978
"Aktobe","45656","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",50.2839339,57.166978
"Aktobe","463035","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",50.2839339,57.166978
"Aktobe","157313","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",50.2839339,57.166978
"Aktobe","153650","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",50.2839339,57.166978
"Aktobe","537721","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",50.2839339,57.166978
"Aktobe","223528","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",50.2839339,57.166978
"Alchevs'k","124","Злата Огневич","https://www.youtube.com/watch?v=v7Zv3OeA_-8",48.4713393,38.8134406
"Alchevs'k","5610","Pianoбой","https://www.youtube.com/watch?v=WlehDxoZ5Es",48.4713393,38.8134406
"Almaty","11884","ТамерланАлёна","https://www.youtube.com/watch?v=Ln0pEzTp-bo",43.2220146,76.8512485
"Almaty","107169","MARUV","https://www.youtube.com/watch?v=CTwiB1uw9sQ",43.2220146,76.8512485
"Almaty","82592","MONATIK","https://www.youtube.com/watch?v=BfFK1oQaO80",43.2220146,76.8512485
"Almaty","2948","TAYANNA","https://www.youtube.com/watch?v=WUecqqNXCw4",43.2220146,76.8512485
"Almaty","4021","Христина Соловій","https://www.youtube.com/watch?v=JGQLSObiTEQ",43.2220146,76.8512485
"Almaty","238524","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",43.2220146,76.8512485
"Almaty","3760","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",43.2220146,76.8512485
"Almaty","16560","MOZGI","https://www.youtube.com/watch?v=BnKoZM_9Hqc",43.2220146,76.8512485
"Almaty","16369","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",43.2220146,76.8512485
"Almaty","83809","NK","https://www.youtube.com/watch?v=yiQwbw1HEGk",43.2220146,76.8512485
"Almaty","70152","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",43.2220146,76.8512485
"Almaty","199959","Оля Полякова","https://www.youtube.com/watch?v=Eo-4AUBnpRg",43.2220146,76.8512485
"Almaty","223957","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",43.2220146,76.8512485
"Almaty","219178","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",43.2220146,76.8512485
"Almaty","175531","Олег Винник","https://www.youtube.com/watch?v=NJVMJ37ffyk",43.2220146,76.8512485
"Almaty","44135","Мари Краймбрери","https://www.youtube.com/watch?v=sLPfohg5wVc",43.2220146,76.8512485
"Almaty","97259","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",43.2220146,76.8512485
"Almaty","1798","Alyona Alyona","https://www.youtube.com/watch?v=RUx6JnDSNdc",43.2220146,76.8512485
"Almaty","113046","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",43.2220146,76.8512485
"Almaty","29579","Boosin","https://www.youtube.com/watch?v=CTwiB1uw9sQ",43.2220146,76.8512485
"Almaty","100247","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",43.2220146,76.8512485
"Almaty","28862","Alekseev","https://www.youtube.com/watch?v=maSPbpjC8uA",43.2220146,76.8512485
"Almaty","48676","Верка Сердючка","https://www.youtube.com/watch?v=fQX6qmLNamM",43.2220146,76.8512485
"Almaty","194240","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",43.2220146,76.8512485
"Almaty","19494","Океан Ельзи","https://www.youtube.com/watch?v=--Wokwe4-i0",43.2220146,76.8512485
"Almaty","6127","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",43.2220146,76.8512485
"Almaty","84","ОЛЬГА ГОРБАЧЕВА","https://www.youtube.com/watch?v=UYTy_NFyHpU",43.2220146,76.8512485
"Almaty","35608","Тина Кароль","https://www.youtube.com/watch?v=DZFetvNNg-E",43.2220146,76.8512485
"Almaty","71788","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",43.2220146,76.8512485
"Almaty","101376","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",43.2220146,76.8512485
"Almaty","17168","Алина Гросу","https://www.youtube.com/watch?v=s0pKsN4-jLs",43.2220146,76.8512485
"Almaty","12602","Бумбокс","https://www.youtube.com/watch?v=DZFetvNNg-E",43.2220146,76.8512485
"Almaty","65248","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",43.2220146,76.8512485
"Almaty","25967","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",43.2220146,76.8512485
"Almaty","15466","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",43.2220146,76.8512485
"Almaty","147683","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",43.2220146,76.8512485
"Almaty","21606","НЕАНГЕЛЫ","https://www.youtube.com/watch?v=8pavsyH93Vs",43.2220146,76.8512485
"Almaty","246960","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",43.2220146,76.8512485
"Amman","8282","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",31.9539494,35.910635
"Amman","117462","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",31.9539494,35.910635
"Amsterdam","2155","Христина Соловій","https://www.youtube.com/watch?v=JGQLSObiTEQ",52.3666969,4.8945398
"Amsterdam","30110","Ірина Федишин","https://www.youtube.com/watch?v=VYjrQY8PKzg",52.3666969,4.8945398
"Amsterdam","154760","Олег Винник","https://www.youtube.com/watch?v=NJVMJ37ffyk",52.3666969,4.8945398
"Amsterdam","27737","ПТП","https://www.youtube.com/watch?v=NJVMJ37ffyk",52.3666969,4.8945398
"Amsterdam","58217","Без обмежень","https://www.youtube.com/watch?v=Esg-zJ29ReU",52.3666969,4.8945398
"Amsterdam","39212","Бумбокс","https://www.youtube.com/watch?v=DZFetvNNg-E",52.3666969,4.8945398
"Amsterdam","37853","Антитіла","https://www.youtube.com/watch?v=0kExxJnXbQE",52.3666969,4.8945398
"Amsterdam","19761","TAYANNA","https://www.youtube.com/watch?v=WUecqqNXCw4",52.3666969,4.8945398
"Amsterdam","2171","Скрябін","https://www.youtube.com/watch?v=Xpmf7UQGZjM",52.3666969,4.8945398
"Amsterdam","13529","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",52.3666969,4.8945398
"Ankara","4738","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",39.9333635,32.8597419
"Ankara","14232","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",39.9333635,32.8597419
"Ankara","722972","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",39.9333635,32.8597419
"Asansol","23148","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",23.6888636,86.9660638
"Asansol","9918","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",23.6888636,86.9660638
"Asansol","91768","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",23.6888636,86.9660638
"Astrakhan","41484","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",46.3588045,48.0599345
"Astrakhan","27943","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",46.3588045,48.0599345
"Astrakhan","186747","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",46.3588045,48.0599345
"Astrakhan","140167","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",46.3588045,48.0599345
"Astrakhan","502233","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",46.3588045,48.0599345
"Astrakhan","51265","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",46.3588045,48.0599345
"Athens","3046","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",37.9838096,23.7275388
"Athens","13068","Верка Сердючка","https://www.youtube.com/watch?v=fQX6qmLNamM",37.9838096,23.7275388
"Athens","87269","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",37.9838096,23.7275388
"Atyrau","79599","Тина Кароль","https://www.youtube.com/watch?v=DZFetvNNg-E",47.0944959,51.9238373
"Atyrau","20918","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",47.0944959,51.9238373
"Atyrau","48878","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",47.0944959,51.9238373
"Atyrau","313089","MONATIK","https://www.youtube.com/watch?v=BfFK1oQaO80",47.0944959,51.9238373
"Atyrau","18213","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",47.0944959,51.9238373
"Atyrau","53213","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",47.0944959,51.9238373
"Atyrau","656606","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",47.0944959,51.9238373
"Atyrau","89619","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",47.0944959,51.9238373
"Atyrau","55539","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",47.0944959,51.9238373
"Atyrau","14884","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",47.0944959,51.9238373
"Atyrau","11457","ЯрмаК","https://www.youtube.com/watch?v=tzWggCnYVWU",47.0944959,51.9238373
"Atyrau","32487","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",47.0944959,51.9238373
"Atyrau","10826","Верка Сердючка","https://www.youtube.com/watch?v=fQX6qmLNamM",47.0944959,51.9238373
"Atyrau","138357","Мари Краймбрери","https://www.youtube.com/watch?v=sLPfohg5wVc",47.0944959,51.9238373
"Atyrau","46346","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",47.0944959,51.9238373
"Atyrau","82121","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",47.0944959,51.9238373
"Atyrau","71480","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",47.0944959,51.9238373
"Atyrau","144541","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",47.0944959,51.9238373
"Atyrau","57426","ТамерланАлёна","https://www.youtube.com/watch?v=Ln0pEzTp-bo",47.0944959,51.9238373
"Atyrau","101975","Alekseev","https://www.youtube.com/watch?v=maSPbpjC8uA",47.0944959,51.9238373
"Atyrau","23492","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",47.0944959,51.9238373
"Atyrau","221486","NK","https://www.youtube.com/watch?v=yiQwbw1HEGk",47.0944959,51.9238373
"Atyrau","197470","Boosin","https://www.youtube.com/watch?v=CTwiB1uw9sQ",47.0944959,51.9238373
"Atyrau","365242","MARUV","https://www.youtube.com/watch?v=CTwiB1uw9sQ",47.0944959,51.9238373
"Baghdad","13512","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",33.315241,44.3660671
"Baghdad","26485","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",33.315241,44.3660671
"Bakhmut","72","ОЛЬГА ГОРБАЧЕВА","https://www.youtube.com/watch?v=UYTy_NFyHpU",48.5986674,37.9980367
"Bakhmut","300","Злата Огневич","https://www.youtube.com/watch?v=v7Zv3OeA_-8",48.5986674,37.9980367
"Bakhmut","9894","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",48.5986674,37.9980367
"Bakhmut","97024","Оля Полякова","https://www.youtube.com/watch?v=Eo-4AUBnpRg",48.5986674,37.9980367
"Bakhmut","8400","Pianoбой","https://www.youtube.com/watch?v=WlehDxoZ5Es",48.5986674,37.9980367
"Baku","44647","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",40.4092617,49.8670924
"Baku","9379","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",40.4092617,49.8670924
"Baku","37668","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",40.4092617,49.8670924
"Baku","165820","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",40.4092617,49.8670924
"Baku","81264","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",40.4092617,49.8670924
"Baku","519873","MONATIK","https://www.youtube.com/watch?v=BfFK1oQaO80",40.4092617,49.8670924
"Baku","57341","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",40.4092617,49.8670924
"Baku","10344","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",40.4092617,49.8670924
"Baku","63820","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",40.4092617,49.8670924
"Baku","48680","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",40.4092617,49.8670924
"Baku","36830","MARUV","https://www.youtube.com/watch?v=CTwiB1uw9sQ",40.4092617,49.8670924
"Baku","16984","Мари Краймбрери","https://www.youtube.com/watch?v=sLPfohg5wVc",40.4092617,49.8670924
"Baku","9037","MOZGI","https://www.youtube.com/watch?v=BnKoZM_9Hqc",40.4092617,49.8670924
"Baku","10571","Boosin","https://www.youtube.com/watch?v=CTwiB1uw9sQ",40.4092617,49.8670924
"Baku","17606","Alekseev","https://www.youtube.com/watch?v=maSPbpjC8uA",40.4092617,49.8670924
"Baku","83960","Бумбокс","https://www.youtube.com/watch?v=DZFetvNNg-E",40.4092617,49.8670924
"Baku","63620","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",40.4092617,49.8670924
"Baku","25857","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",40.4092617,49.8670924
"Baku","1810","TAYANNA","https://www.youtube.com/watch?v=WUecqqNXCw4",40.4092617,49.8670924
"Baku","484468","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",40.4092617,49.8670924
"Baku","10763","НЕАНГЕЛЫ","https://www.youtube.com/watch?v=8pavsyH93Vs",40.4092617,49.8670924
"Baku","8553","ТамерланАлёна","https://www.youtube.com/watch?v=Ln0pEzTp-bo",40.4092617,49.8670924
"Baku","33854","ЯрмаК","https://www.youtube.com/watch?v=tzWggCnYVWU",40.4092617,49.8670924
"Baku","41573","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",40.4092617,49.8670924
"Baku","69701","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",40.4092617,49.8670924
"Baku","78626","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",40.4092617,49.8670924
"Baku","446522","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",40.4092617,49.8670924
"Baku","23531","Тина Кароль","https://www.youtube.com/watch?v=DZFetvNNg-E",40.4092617,49.8670924
"Baku","27389","Океан Ельзи","https://www.youtube.com/watch?v=--Wokwe4-i0",40.4092617,49.8670924
"Balashikha","510229","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",55.7981904,37.9679867
"Balashikha","27576","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",55.7981904,37.9679867
"Balashikha","139822","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",55.7981904,37.9679867
"Balashikha","59249","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",55.7981904,37.9679867
"Balashikha","310934","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",55.7981904,37.9679867
"Balashikha","513649","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",55.7981904,37.9679867
"Balashikha","336108","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",55.7981904,37.9679867
"Balashikha","137465","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",55.7981904,37.9679867
"Balashikha","78815","Alekseev","https://www.youtube.com/watch?v=maSPbpjC8uA",55.7981904,37.9679867
"Balashikha","96430","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",55.7981904,37.9679867
"Balashikha","187838","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",55.7981904,37.9679867
"Balashikha","23337","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",55.7981904,37.9679867
"Balti","165314","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",39.263264,-76.616349
"Bandung","216817","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",-6.9174639,107.6191228
"Bandung","158803","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",-6.9174639,107.6191228
"Bangkok","35775","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",13.7563309,100.5017651
"Bangkok","7526","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",13.7563309,100.5017651
"Barcelona","12068","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",41.3850639,2.1734035
"Barnaul","128505","Alekseev","https://www.youtube.com/watch?v=maSPbpjC8uA",53.3547792,83.7697833
"Barnaul","138742","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",53.3547792,83.7697833
"Barnaul","22232","Мари Краймбрери","https://www.youtube.com/watch?v=sLPfohg5wVc",53.3547792,83.7697833
"Barnaul","76637","MOZGI","https://www.youtube.com/watch?v=BnKoZM_9Hqc",53.3547792,83.7697833
"Barnaul","95307","Оля Полякова","https://www.youtube.com/watch?v=Eo-4AUBnpRg",53.3547792,83.7697833
"Barnaul","45687","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",53.3547792,83.7697833
"Barnaul","49745","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",53.3547792,83.7697833
"Barnaul","398560","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",53.3547792,83.7697833
"Barnaul","630657","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",53.3547792,83.7697833
"Barnaul","82702","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",53.3547792,83.7697833
"Barnaul","253617","NK","https://www.youtube.com/watch?v=yiQwbw1HEGk",53.3547792,83.7697833
"Barnaul","43718","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",53.3547792,83.7697833
"Barnaul","210369","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",53.3547792,83.7697833
"Barnaul","16318","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",53.3547792,83.7697833
"Barnaul","215790","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",53.3547792,83.7697833
"Barnaul","16610","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",53.3547792,83.7697833
"Barnaul","10949","ЯрмаК","https://www.youtube.com/watch?v=tzWggCnYVWU",53.3547792,83.7697833
"Barnaul","205372","Boosin","https://www.youtube.com/watch?v=CTwiB1uw9sQ",53.3547792,83.7697833
"Barnaul","316771","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",53.3547792,83.7697833
"Barnaul","9590","Верка Сердючка","https://www.youtube.com/watch?v=fQX6qmLNamM",53.3547792,83.7697833
"Barnaul","41634","ТамерланАлёна","https://www.youtube.com/watch?v=Ln0pEzTp-bo",53.3547792,83.7697833
"Barnaul","31375","MARUV","https://www.youtube.com/watch?v=CTwiB1uw9sQ",53.3547792,83.7697833
"Barnaul","41144","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",53.3547792,83.7697833
"Barnaul","51189","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",53.3547792,83.7697833
"Barnaul","12920","Алина Гросу","https://www.youtube.com/watch?v=s0pKsN4-jLs",53.3547792,83.7697833
"Barysaw","3736","Надя Дорофеева","https://www.youtube.com/watch?v=j6-Bh-ID8qE",54.2243254,28.5119119
"Barysaw","34825","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",54.2243254,28.5119119
"Barysaw","308158","Artik & Asti","https://www.youtube.com/watch?v=c7qR3cK8KBs",54.2243254,28.5119119
"Barysaw","9568","ЯрмаК","https://www.youtube.com/watch?v=tzWggCnYVWU",54.2243254,28.5119119
"Barysaw","15229","Алина Гросу","https://www.youtube.com/watch?v=s0pKsN4-jLs",54.2243254,28.5119119
"Barysaw","33688","MARUV","https://www.youtube.com/watch?v=CTwiB1uw9sQ",54.2243254,28.5119119
"Barysaw","66595","ТамерланАлёна","https://www.youtube.com/watch?v=Ln0pEzTp-bo",54.2243254,28.5119119
"Barysaw","32197","ПТП","https://www.youtube.com/watch?v=NJVMJ37ffyk",54.2243254,28.5119119
"Barysaw","695678","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",54.2243254,28.5119119
"Barysaw","37797","Оля Полякова","https://www.youtube.com/watch?v=Eo-4AUBnpRg",54.2243254,28.5119119
"Barysaw","75827","DZIDZIO","https://www.youtube.com/watch?v=PDaPqQd1Mns",54.2243254,28.5119119
"Barysaw","186936","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",54.2243254,28.5119119
"Barysaw","190512","Alekseev","https://www.youtube.com/watch?v=maSPbpjC8uA",54.2243254,28.5119119
"Barysaw","362678","NK","https://www.youtube.com/watch?v=yiQwbw1HEGk",54.2243254,28.5119119
"Barysaw","146026","Океан Ельзи","https://www.youtube.com/watch?v=--Wokwe4-i0",54.2243254,28.5119119
"Barysaw","22356","Потап и Настя","https://www.youtube.com/watch?v=TlPTO6WstRU",54.2243254,28.5119119
"Barysaw","255452","Boosin","https://www.youtube.com/watch?v=CTwiB1uw9sQ",54.2243254,28.5119119
"Barysaw","7852","MOZGI","https://www.youtube.com/watch?v=BnKoZM_9Hqc",54.2243254,28.5119119
"Barysaw","18922","T-Fest","https://www.youtube.com/watch?v=4-Pp-MEdKIA",54.2243254,28.5119119
"Barysaw","18959","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",54.2243254,28.5119119
"Barysaw","18882","Верка Сердючка","https://www.youtube.com/watch?v=fQX6qmLNamM",54.2243254,28.5119119
"Barysaw","969233","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",54.2243254,28.5119119
"Barysaw","84831","Тина Кароль","https://www.youtube.com/watch?v=DZFetvNNg-E",54.2243254,28.5119119
"Barysaw","24989","Мари Краймбрери","https://www.youtube.com/watch?v=sLPfohg5wVc",54.2243254,28.5119119
"Barysaw","79152","Макс Барских","https://www.youtube.com/watch?v=rRsT-yxDb7E",54.2243254,28.5119119
"Barysaw","60262","Время и Стекло","https://www.youtube.com/watch?v=NJPXs7J7JyY",54.2243254,28.5119119
"Barysaw","323540","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",54.2243254,28.5119119
"Barysaw","53532","Quest Pistols Show","https://www.youtube.com/watch?v=eCkBdziK5RM",54.2243254,28.5119119
"Barysaw","84357","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",54.2243254,28.5119119
"Barysaw","131068","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",54.2243254,28.5119119
"Barysaw","302306","Олег Винник","https://www.youtube.com/watch?v=NJVMJ37ffyk",54.2243254,28.5119119
"Barysaw","398837","MONATIK","https://www.youtube.com/watch?v=BfFK1oQaO80",54.2243254,28.5119119
"Batumi","608248","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",41.6167547,41.6367455
"Batumi","105045","Вера Брежнева","https://www.youtube.com/watch?v=Ec8Yui1PmTs",41.6167547,41.6367455
"Batumi","15489","Океан Ельзи","https://www.youtube.com/watch?v=--Wokwe4-i0",41.6167547,41.6367455
"Batumi","440267","Ани Лорак","https://www.youtube.com/watch?v=PDm9HfLCagM",41.6167547,41.6367455
"Belgorod","113042","Мари Краймбрери","https://www.youtube.com/watch?v=sLPfohg5wVc",50.5997134,36.5982621
"Belgorod","127993","Open Kids","https://www.youtube.com/watch?v=kSrd4zDNEZ0",50.5997134,36.5982621
"Belgorod","20134","DSIDE BAND","https://www.youtube.com/watch?v=Sttj6Osdbf0",50.5997134,36.5982621
"Belgorod","439493","LOBODA","https://www.youtube.com/watch?v=lfH17rgr_Xw",50.5997134,36.5982621
"Belgrade","281560","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",44.786568,20.4489216
"Belgrade","7925","Верка Сердючка","https://www.youtube.com/watch?v=fQX6qmLNamM",44.786568,20.4489216
"Belgrade","3400","Jamala","https://www.youtube.com/watch?v=B-rnM-MwRHY",44.786568,20.4489216
"Belgrade","568115","KAZKA","https://www.youtube.com/watch?v=5Fv19KVVya8",44.786568,20.4489216
"Bengaluru","272249","MONATIK","https://www.youtube.com/watch?v=BfFK1oQaO80",12.9715987,77.5945627
"Bengaluru","3665","Alyosha","https://www.youtube.com/watch?v=iyoakIm6R84",12.9715987,77.5945627
"Bengaluru","21955","The Hardkiss","https://www.youtube.com/watch?v=8YwWMYEzhdI",12.9715987,77.5945627
"Bengaluru","49591","Kavabanga Depo Kolibri","https://www.youtube.com/watch?v=ItL2EToQcKg",12.9715987,77.5945627
"Bengaluru","28302","Анна Седокова","https://www.youtube.com/watch?v=GF3QwA6bjjo",12.9715987,77.5945627
"Berdyans'k","156969","Олег Винник","https://www.youtube.com/watch?v=NJVMJ37ffyk",46.7737707,36.8034779
"Berdyans'k","13223","TAYANNA","https://www.youtube.com/watch?v=WUecqqNXCw4",46.7737707,36.8034779
"Berdyans'k","102506","MOZGI","https://www.youtube.com/watch?v=BnKoZM_9Hqc",46.7737707,36.8034779
